[2025-12-25T12:58:27.842+0000][gc,phases   ] GC(6)   Merge Heap Roots: 0.2ms
[2025-12-25T12:58:27.842+0000][gc,phases   ] GC(6)   Evacuate Collection Set: 32.1ms
[2025-12-25T12:58:27.842+0000][gc,phases   ] GC(6)   Post Evacuate Collection Set: 2.9ms
[2025-12-25T12:58:27.842+0000][gc,phases   ] GC(6)   Other: 0.6ms
[2025-12-25T12:58:27.842+0000][gc,heap     ] GC(6) Eden regions: 355->0(604)
[2025-12-25T12:58:27.842+0000][gc,heap     ] GC(6) Survivor regions: 8->10(46)
[2025-12-25T12:58:27.842+0000][gc,heap     ] GC(6) Old regions: 18->18
[2025-12-25T12:58:27.842+0000][gc,heap     ] GC(6) Humongous regions: 131->131
[2025-12-25T12:58:27.842+0000][gc,metaspace] GC(6) Metaspace: 12225K(12544K)->12225K(12544K) NonClass: 10654K(10816K)->10654K(10816K) Class: 1570K(1728K)->1570K(1728K)
[2025-12-25T12:58:27.843+0000][gc          ] GC(6) Pause Young (Normal) (G1 Evacuation Pause) 511M->158M(1024M) 39.167ms
[2025-12-25T12:58:27.843+0000][gc,cpu      ] GC(6) User=0.11s Sys=0.08s Real=0.03s
[2025-12-25T12:58:58.662+0000][gc,start    ] GC(7) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T12:58:58.662+0000][gc,task     ] GC(7) Using 8 workers of 8 for evacuation
[2025-12-25T12:58:58.703+0000][gc,phases   ] GC(7)   Pre Evacuate Collection Set: 1.1ms
[2025-12-25T12:58:58.703+0000][gc,phases   ] GC(7)   Merge Heap Roots: 0.2ms
[2025-12-25T12:58:58.703+0000][gc,phases   ] GC(7)   Evacuate Collection Set: 37.1ms
[2025-12-25T12:58:58.703+0000][gc,phases   ] GC(7)   Post Evacuate Collection Set: 1.9ms
[2025-12-25T12:58:58.703+0000][gc,phases   ] GC(7)   Other: 0.3ms
[2025-12-25T12:58:58.704+0000][gc,heap     ] GC(7) Eden regions: 604->0(602)
[2025-12-25T12:58:58.704+0000][gc,heap     ] GC(7) Survivor regions: 10->12(77)
[2025-12-25T12:58:58.704+0000][gc,heap     ] GC(7) Old regions: 18->18
[2025-12-25T12:58:58.704+0000][gc,heap     ] GC(7) Humongous regions: 131->131
[2025-12-25T12:58:58.704+0000][gc,metaspace] GC(7) Metaspace: 12660K(12992K)->12660K(12992K) NonClass: 11084K(11264K)->11084K(11264K) Class: 1575K(1728K)->1575K(1728K)
[2025-12-25T12:58:58.704+0000][gc          ] GC(7) Pause Young (Normal) (G1 Evacuation Pause) 762M->160M(1024M) 42.586ms
[2025-12-25T12:58:58.704+0000][gc,cpu      ] GC(7) User=0.12s Sys=0.09s Real=0.05s
[2025-12-25T12:59:38.393+0000][gc,start    ] GC(8) Pause Young (Normal) (G1 Evacuation Pause)
[2025-12-25T12:59:38.399+0000][gc,task     ] GC(8) Using 8 workers of 8 for evacuation
[2025-12-25T12:59:38.567+0000][gc,phases   ] GC(8)   Pre Evacuate Collection Set: 17.8ms
[2025-12-25T12:59:38.568+0000][gc,phases   ] GC(8)   Merge Heap Roots: 1.9ms
[2025-12-25T12:59:38.568+0000][gc,phases   ] GC(8)   Evacuate Collection Set: 142.7ms
[2025-12-25T12:59:38.568+0000][gc,phases   ] GC(8)   Post Evacuate Collection Set: 5.4ms
[2025-12-25T12:59:38.569+0000][gc,phases   ] GC(8)   Other: 3.3ms
[2025-12-25T12:59:38.572+0000][gc,heap     ] GC(8) Eden regions: 602->0(603)
[2025-12-25T12:59:38.576+0000][gc,heap     ] GC(8) Survivor regions: 12->11(77)
[2025-12-25T12:59:38.576+0000][gc,heap     ] GC(8) Old regions: 18->18
[2025-12-25T12:59:38.576+0000][gc,heap     ] GC(8) Humongous regions: 131->131
